CÓDIGO DE GRUPO,NOMBRE DEL GRUPO,LÍDER DEL GRUPO,INSTITUCIONES QUE LO AVALAN,GRUPO RECONOCIDO,GRUPO INSCRITO PARA MEDICIÓN,CLASIFICACIÓN DEL GRUPO
COL0028794,"GRUPO DE INVESTIGACIÓN EN ECONOMÍA APLICADA
(GEA)","FRANCISCO JAVIER CORREA RES-
TREPO",UNIVERSIDAD DE MEDELLÍN - UDEM,,Sí,B
COL0029559,"GRUPO DE INVESTIGACIÓN EN INGENIERÍA FINAN-
CIERA (GINIF)","ELIZABETH TATIANA ARROYAVE CA-
TAÑO",UNIVERSIDAD DE MEDELLÍN - UDEM,,Sí,B
COL0120549,"GRINBIO GRUPO DE INVES- TIGACIÓN EN BIODIVERSI- DAD, BIOTECNOLOGÍA Y
BIOINGENIERÍA",LILIANA ROCIO BO- TERO BOTERO,UNIVERSIDAD DE MEDELLÍN - UDEM,,Sí,B
COL0129329,"CIENCIA, TECNOLOGÍA, IN-
NOVACIÓN Y EMPRENDI- MIENTO (CITIE)",JUAN MANUEL MONTES HINCAPIÉ,UNIVERSIDAD DE MEDELLÍN - UDEM,,Sí,B
COL0181394,"GRUPO DE INVESTIGACIÓN MATERIALES CON IM-
PACTO (MAT&MPAC)",ELIZABETH FLÓREZ YEPEZ,UNIVERSIDAD DE MEDELLÍN - UDEM,,Sí,B
COL0018878,"GRUPO DE INVESTIGACIO- NES CONTABLES Y GES-
TIÓN PÚBLICA",HUGO ARLÉS MA- CÍAS CARDONA,UNIVERSIDAD DE MEDELLÍN - UDEM,,Sí,C
COL0121046,"HOLOGRÁFICO - COMUNI- CACIÓN GRÁFICA PUBLICI-
TARIA",NATALIA ROCÍO GRISALES RAMÍREZ,UNIVERSIDAD DE MEDELLÍN - UDEM,,Sí,C
COL0139603,"TETRIX MARKETING - GRUPO DE INVESTIGACIÓN
EN MARKETING",JUAN PABLO ARRU- BLA ZAPATA,UNIVERSIDAD DE MEDELLÍN - UDEM,,Sí,C
COL0141209,"GRUPO DE ESTUDIOS EN TURISMO ""GET""","YURI LORENE HER- NANDEZ FERNAN-
DEZ",UNIVERSIDAD DE MEDELLÍN - UDEM,,Sí,C
COL0126928,"GRUPO DE INVESTIGACIÓN EN BIOLOGÍA MATEMÁTICA Y MATEMÁTICA APLICADA
(GIBIMMA)",EDUARDO IBAR- GUEN MONDRAGÓN,UNIVERSIDAD DE NARIÑO,,Sí,A1
COL0035618,TECNOLOGÍAS EMERGEN- TES EN AGROINDUSTRIA,"ANDRÉS MAURICIO HURTADO BENAVI-
DES",UNIVERSIDAD DE NARIÑO,,Sí,A
COL0042479,"GRUPO DE INVESTIGACION PARA EL DESARROLLO DE LA EDUCACION Y LA PEDA-
GOGIA - GIDEP",JAIME ALVARO TO- RRES MESIAS,UNIVERSIDAD DE NARIÑO,,Sí,A
COL0014977,"GRUPO DE INVESTIGACIÓN
EN PRODUCCIÓN DE FRU- TALES ANDINOS",TULIO CESAR LA- GOS BURBANO,UNIVERSIDAD DE NARIÑO,,Sí,B
COL0021327,"BIOTECNOLOGÍA MICRO- BIANA UNIVERSIDAD DE
NARIÑO",PABLO FERNANDEZ IZQUIERDO,UNIVERSIDAD DE NARIÑO,,Sí,B
COL0056681,"GRUPO DE INVESTIGACIÓN EN INGENIERÍA ELÉCTRICA
Y ELECTRÓNICA (GIIEE)",ANDRÉS DARÍO PANTOJA BUCHELI,UNIVERSIDAD DE NARIÑO,,Sí,B
COL0061977,"GRUPO DE INVESTIGACIÓN EN PRODUCTOS DE IM- PORTANCIA BIOLÓGICA
(GIPIB)",NELSON HUM- BERTO HURTADO GUTIERREZ,UNIVERSIDAD DE NARIÑO,,Sí,B
COL0108062,"GICIL - GRUPO DE INVESTI-
GACIÓN EN CIENCIAS DEL LENGUAJE",JESUS ALIRIO BAS- TIDAS ARTEAGA,UNIVERSIDAD DE NARIÑO,,Sí,B
COL0153119,"GRUPO DE APOYO A LA IN- VESTIGACIÓN Y DESARRO- LLO AGROALIMENTARIO.
GAIDA",OSWALDO OSORIO MORA,UNIVERSIDAD DE NARIÑO,,Sí,B
COL0005459,"GESCAS: GRUPO DE IN- VESTIGACIÓN EN MATEMÁ- TICAS Y EDUCACIÓN MA-
TEMÁTICA",SAULO MOSQUERA LOPEZ,UNIVERSIDAD DE NARIÑO,,Sí,C
COL0016434,"GRUPO INTERDISCIPLINA- RIO DE INVESTIGACIÓN EN TECNOLOGIAS DE LA IN- FORMACION Y LA COMUNI- CACION EN EDUCACION -
TICED",JORGE ELIÉCER BE- NAVIDES BURGOS,UNIVERSIDAD DE NARIÑO,,Sí,C
COL0018223,"GRUPO DE INVESTIGACIÓN EN COMPUESTOS HETE-
ROCÍCLICOS",HENRY INSUASTY INSUASTY,UNIVERSIDAD DE NARIÑO,,Sí,C
COL0022173,"GRUPO MULTIDISCIPLINA-
RIO DE INVESTIGACIÓN SOCIAL - GRUMIS","FRANCISCO JAVIER
VILLAMARÍN MARTI- NEZ",UNIVERSIDAD DE NARIÑO,,Sí,C
COL0022271,"GRUPO DE INVESTIGACIÓN CONVIVENCIA Y ENTOR- NOS PSICOLÓGICOS ( CO-
NEPSI)",SONIA BETAN- COURTH ZAM- BRANO,UNIVERSIDAD DE NARIÑO,,Sí,C
COL0033168,"GRUPO DE INVESTIGA- CIÓN EN ECOLOGÍA EVO-
LUTIVA",JHON JAIRO CALDE- RÓN LEYTON,UNIVERSIDAD DE NARIÑO,,Sí,C
COL0033201,"GRUPO DE INVESTIGACIÓN EN RIESGOS, AMENAZAS Y
MEDIO AMBIENTE GRAMA","GUSTAVO ADOLFO CORDOBA GUE-
RRERO",UNIVERSIDAD DE NARIÑO,,Sí,C
COL0037049,"CEJA - CENTRO DE ESTU- DIOS JURÍDICOS AVANZA-
DOS","OMAR ALFONSO CÁRDENAS CAY-
CEDO",UNIVERSIDAD DE NARIÑO,,Sí,C
COL0047637,GALERAS.NET,"SANDRA MARLENI VALLEJO CHAMO-
RRO",UNIVERSIDAD DE NARIÑO,,Sí,C
COL0059619,CORD CONTEXTO/OB- JETO/REALIDAD/DISEÑO,"DANILO SEBASTIÁN CALVACHE CA-
BRERA",UNIVERSIDAD DE NARIÑO,,Sí,C
COL0065475,"GENÉTICA Y EVOLUCIÓN DE ORGANISMOS TROPI-
CALES",LUZ ESTELA LAGOS MORA,UNIVERSIDAD DE NARIÑO,,Sí,C
COL0114865,CULTURA Y DESARROLLO,"VICENTE FER- NANDO SALAS SA-
LAZAR",UNIVERSIDAD DE NARIÑO,,Sí,C
COL0132264,"BIOTECNOLOGIA AGROINDUSTRIAL Y AMBIENTAL
(BIOTA)",OLGA LUCÍA BENA- VIDES CALVACHE,UNIVERSIDAD DE NARIÑO,,Sí,C
COL0135909,"GRUPO DE INVESTIGACIÓN EN MEDICINA INTERNA Y FARMACOLOGÍA VETERI-
NARIA (MIFARVET)",JUAN MANUEL AS- TAIZA MARTINEZ,UNIVERSIDAD DE NARIÑO,,Sí,C
COL0150692,"GRUPO DE INVESTIGACIÓN EN QUÍMICA ORGÁNICA Y
ORGANOMETÁLICA",LYNAY SANTACRUZ GUTIÉRREZ,UNIVERSIDAD DE NARIÑO,,Sí,C
COL0172134,"GRUPO DE INVESTIGACIÓN EN FISICOQUÍMICA BÁSICA
Y APLICADA - GIFBA",CESAR AUGUSTO MUJICA MARTINEZ,UNIVERSIDAD DE NARIÑO,,Sí,C
COL0017333,LIBRES PENSADORES,"JONNATHAN HAR- VEY NARVAEZ BUR-
BANO",UNIVERSIDAD DE NARIÑO,,Sí,Reconocido
COL0120441,FISE - PROBIOTEC,"JAVIER ANDRÉS MARTÍNEZ BENAVI-
DES",UNIVERSIDAD DE NARIÑO,,No,Reconocido
COL0059843,GRUPO DE INVESTIGACIÓN EN MATERIALES FUNCIO- NALES Y CATÁLISIS,LUIS ALEJANDRO GALEANO,UNIVERSIDAD DE NARIÑO; EM- PRESA DE OBRAS SANITARIAS DE PASTO,,Sí,B
COL0169907,ÁGORA LATINOAMERICANA,PEDRO PABLO RI- VAS OSORIO,UNIVERSIDAD DE NARIÑO; UNIVER- SIDAD LIBRE - BO- GOTÁ,,Sí,C
COL0061672,"SISTEMAS  MULTISENSO- RIALES Y RECONOCI- MIENTO DE PATRONES
(GISM)",CRISTIAN MANUEL DURÁN ACEVEDO,UNIVERSIDAD DE PAMPLONA - UDP,,Sí,A1
COL0010234,"GRUPO DE INVESTIGACIÓN EN RECURSOS NATURA-
LES",ALBA LUCIA ROA PARRA,UNIVERSIDAD DE PAMPLONA - UDP,,Sí,A
COL0049874,"INGENIERÍA Y TECNOLO-
GÍA DE LOS ALIMENTOS - GINTAL",YANINE YUBISAY TRUJILLO NAVARRO,UNIVERSIDAD DE PAMPLONA - UDP,,Sí,A
COL0050033,"GRUPO DE INVESTIGACIÓN EN INGENIERÍA MECÁNICA DE LA UNIVERSIDAD DE
PAMPLONA (GIMUP)",ELKIN GREGORIO FLOREZ SERRANO,UNIVERSIDAD DE PAMPLONA - UDP,,Sí,A
COL0055549,"GRUPO DE INVESTIGACIO-
NES AMBIENTALES AGUA, AIRE Y SUELO (GIAAS)",JACIPT ALEXANDER RAMÓN VALENCIA,UNIVERSIDAD DE PAMPLONA - UDP,,Sí,A
COL0018617,GICEE,"CARLOS ANDRES GUALDRON GUE-
RRERO",UNIVERSIDAD DE PAMPLONA - UDP,,Sí,B
COL0024786,"GRUPO DE INVESTIGACIÓN EN MICROBIOLOGÍA Y BIO-
TECNOLOGÍA - GIMBIO",RAMÓN OVIDIO GARCIA RICO,UNIVERSIDAD DE PAMPLONA - UDP,,Sí,B
COL0027465,"URBANIA: INVESTIGACION INTERDISCIPLINAR DEL TE-
RRITORIO Y LA SOCIEDAD",HUBER GIRALDO GI- RALDO,UNIVERSIDAD DE PAMPLONA - UDP,,Sí,B
COL0033195,"ENERGÍA, TRANSFORMA- CIÓN QUÍMICA Y MEDIO
AMBIENTE",ELISEO AMADO GONZALEZ,UNIVERSIDAD DE PAMPLONA - UDP,,Sí,B
COL0036713,"INGAPO (INVESTIGA- CION,GESTION Y ADMINIS- TRACION DE PRODUCCION
Y OPERACIONES)",BELISARIO PEÑA RODRIGUEZ,UNIVERSIDAD DE PAMPLONA - UDP,,Sí,B
COL0118588,"GRUPO DE INVESTIGACIÓN EN SISTEMAS ENERGÉTI-
COS",JORGE LUIS DIAZ RODRIGUEZ,UNIVERSIDAD DE PAMPLONA - UDP,,Sí,B
COL0125475,"DESARROLLO INVESTIGA- TIVO DEL DESEMPEÑO OCUPACIONAL HUMANO
(DIDOH)",MAGDA MILENA CONTRERAS JAU- REGUI,UNIVERSIDAD DE PAMPLONA - UDP,,Sí,B
COL0006026,"GRUPO DE INVESTIGACIÓN EN ENFERMEDADES PARA- SITARIAS, TROPICALES E
INFECCIOSAS (GIEPATI)",OMAR GEOVANNY PEREZ ORTIZ,UNIVERSIDAD DE PAMPLONA - UDP,,Sí,C
COL0024623,BIOTECNOLOGIA VEGETAL,"GIOVANNI OR-
LANDO CANCINO ESCALANTE",UNIVERSIDAD DE PAMPLONA - UDP,,Sí,C
COL0038369,"GRUPO EN INGENIERIA BIOMEDICA DE LA UNIVER- SIDAD DE PAMPLONA
(GIBUP)",LUIS ENRIQUE MEN- DOZA,UNIVERSIDAD DE PAMPLONA - UDP,,Sí,C
COL0043413,"GRUPO DE INVESTIGACIÓN EN GEOFÍSICA Y GEOLO-
GÍA - PANGEA","FRANCISCO HENRY CABRERA ZAM-
BRANO",UNIVERSIDAD DE PAMPLONA - UDP,,Sí,C
COL0045703,ECOLOGIA Y BIOGEOGRA- FIA,"DIEGO ARMANDO CARRERO SAR-
MIENTO",UNIVERSIDAD DE PAMPLONA - UDP,,Sí,C
COL0065386,"GRUPO INVESTIGACIÓN CIENCIAS DEL MOVI- MIENTO HUMANO UNA PERSPECTIVA DESDE LA
RECREACIÓN",GLORIA ESPE- RANZA GAMBOA CAICEDO,UNIVERSIDAD DE PAMPLONA - UDP,,Sí,C
COL0078839,"GRUPO DE INVESTIGACIÓN EN EDUCACIÓN MATEMÁ- TICA, MATEMÁTICA Y ES-
TADÍSTICA-EDUMATEST",ÉLGAR GUALDRÓN PINTO,UNIVERSIDAD DE PAMPLONA - UDP,,Sí,C
COL0101599,"GRUPO DE INVESTIGACIÓN EN LENGUAS EXTRANJE-
RAS (GRILEX)","JUDITH CECILIA AL- BARRACIN TRUJI-
LLO",UNIVERSIDAD DE PAMPLONA - UDP,,Sí,C
COL0122713,"GRUPO DE INVESTIGACION EN EPIDEMIOLOGIA Y SA-
LUD PUBLICA",SAMUEL ENRIQUE BAUTISTA VARGAS,UNIVERSIDAD DE PAMPLONA - UDP,,Sí,C
COL0131721,"GRUPO DE INVESTIGACION DE CIENCIAS EMPRESA- RIALES Y CONTABLES  CE
Y CON",RUTH MAYERLY GUERRERO JAIMES,UNIVERSIDAD DE PAMPLONA - UDP,,Sí,C
COL0156097,"GRUPO DE INVESTIGACIÓN EN BIOPROCESOS Y ALI-
MENTOS  - GIBA",LUZ CABALLERO PEREZ,UNIVERSIDAD DE PAMPLONA - UDP,,Sí,C
COL0181886,"GRUPO DE INVESTIGACIÓN
EN BIOINGENIERÍA ALI- MENTARIA",DANIEL SALVADOR DURÁN OSORIO,UNIVERSIDAD DE PAMPLONA - UDP,,Sí,C
COL0123149,"INSTITUCIONES JURIDICO PROCESALES, FILOSOFIA DEL DERECHO Y DERECHO
EN LA MODERNIDAD",CAMILO ERNESTO FIDEL ORLANDO ESPINEL RICO,UNIVERSIDAD DE PAMPLONA - UDP,,Sí,Reconocido
COL0166683,"GRUPO DE INVESTIGACIÓN EN ING. QUÍMICA, GRUPO
IQ",JACQUELINE CO- RREDOR ACUÑA,UNIVERSIDAD DE PAMPLONA - UDP,,Sí,Reconocido
COL0169836,"GRUPO DE INVESTIGACIÓN DE ADMINISTRACIÓN Y
MIPYMES (GRAMY)",LUIS MANUEL PALO- MINO MENDEZ,UNIVERSIDAD DE PAMPLONA - UDP,,Sí,Reconocido
COL0055138,"CHIMA, GRUPO DE QUÍ- MICA MATEMÁTICA",GUILLERMO RES- TREPO RUBIO,UNIVERSIDAD DE PAMPLONA - UDP; CORPORACIÓN COLOMBIANA DEL SABER CIENTÍ- FICO - SCIO,,Sí,C
COL0102309,NANOTECNOLOGÍA Y GES- TIÓN SOSTENIBLE NANO- SOST-UP,OSCAR ORLANDO ORTIZ RODRIGUEZ,UNIVERSIDAD DE PAMPLONA - UDP; UNIVERSITARIA AGUSTINIANA,,Sí,A1
COL0004587,ESTUDIOS CLÍNICOS Y SO- CIALES EN PSICOLOGÍA,NORA HELENA LON- DOÑO ARREDONDO,UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,A1
COL0004783,ESTÉTICAS URBANAS Y SOCIALIDADES,DIANA BRITTO RUIZ,UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,A1
COL0047323,DEVENIR,SEBASTIAN PE- REIRA RESTREPO,UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,A1
COL0048124,"ECONOMÍA, GESTIÓN, TE- RRITORIO  Y DESARROLLO
SOSTENIBLE",LUIS FERNANDO CRUZ CAICEDO,UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,A1
COL0064772,AVANCES EN PSICOLOGÍA CLÍNICA Y DE LA SALUD,CARLOS ANDRÉS GANTIVA DÍAZ,UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,A1
COL0004166,EDUCACIÓN Y DESARRO- LLO HUMANO,"CARLOS ADOLFO RENGIFO CASTA-
ÑEDA",UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,A
COL0007069,"GRUPO DE INVESTIGACION MICROBIOLOGIA Y AM-
BIENTE ""GIMA""","MAURICIO ER- NESTO OROZCO
UGARRIZA",UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,A
COL0028524,"GIDEP. GRUPO INTERDIS- CIPLINARIO DE ESTUDIOS
PEDAGÓGICOS",BEATRIZ ARIAS VA- NEGAS,UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,A
COL0030237,"TENDENCIAS ACTUALES EN EDUCACIÓN Y PEDA-
GOGÍA TAEPE",FLORALBA BA- RRERO RIVERA,UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,A
COL0047557,"PROBLEMAS CONTEMPO- RÁNEOS DEL DERECHO Y
LA POLÍTICA","DIANA MARCELA BUSTAMANTE
ARANGO",UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,A
COL0013049,CASOS Y ESTUDIOS ORGA- NIZACIONALES (CEO),ANDRÉS FELIPE LÓ- PEZ LÓPEZ,UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,B
COL0015965,SALUD COMPORTAMENTAL Y ORGANIZACIONAL,CARLA MARIA ZA- PATA RUEDA,UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,B
COL0017988,"NUEVAS TECNOLOGÍAS, TRABAJO Y GESTIÓN",ILEANA GLORIA PE- REZ VERGARA,UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,B
COL0035439,BIOTECNOLOGIA,RAUL ALBERTO CUERVO MULET,UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,B
COL0037167,MOVIMIENTO HUMANO Y SALUD,RICARDO ANTONIO AGREDO ZUÑIGA,UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,B
COL0057535,LABORATORIO DE ELEC- TRÓNICA APLICADA,JOSE FERNANDO VALENCIA MURILLO,UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,B
COL0109785,"ARQUITECTURA, URBA- NISMO Y ESTÉTICA",JUBER GALEANO LOAIZA,UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,B
COL0020983,"GICI (GRUPO DE INVESTI- GACIÓN DE LAS CIENCIAS
DE LAS INGENIERÍAS)","ADALBERTO ENRI- QUE MATUTE THO-
WINSON",UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,C
COL0033088,AEROTECH,PEDRO LUIS JIMÉ- NEZ SOLER,UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,C
COL0035716,"DERECHO, CULTURA Y CIUDAD",SUSANA VALENCIA CÁRDENAS,UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,C
COL0056313,"GESTIÓN ORGANIZACIO- NAL Y DESARROLLO HU-
MANO",CLARA INÉS MO- LINA DE BARBOSA,UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,C
COL0068127,SALUD Y PRÁCTICAS SO- CIALES - SYPRES,"JACQUELINE HERNÀNDEZ ESCO-
LAR",UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,C
COL0076521,GRUPO DE INVESTIGACION EN PSICOLOGIA GIPSI,EDGAR ALFONSO ACUÑA BERMUDEZ,UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,C
COL0121064,ACUSTICA APLICADA,"MIGUEL ANGEL SO- TAQUIRÁ GUTIÉ-
RREZ",UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,C
COL0077387,"GRUPO INTERDISCIPLINA- RIO PARA EL DESARROLLO DEL PENSAMIENTO Y LA
ACCIÒN DIALÒGICA",ALFONSO IN- SUASTY RODRÍ- GUEZ,UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,A1
COL0004424,"GRUPO DE INVESTIGACIÓN DE LA ESCUELA LATINOA- MERICANA DE COOPERA- CIÓN Y DESARROLLO GIE-
LACID",IBELIS COROMOTO BLANCO RANGEL,UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,A
COL0020722,"LABORATORIO DE INVESTI- GACIÓN PARA EL DESA- RROLLO DE LA INGENIERÍA
DE SOFTWARE LIDIS",JOSE LUIS JURADO MUÑOZ,UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,A
COL0046166,"GRUPO INTERDISCIPLINA- RIO DE ESTUDIOS SOBRE RELIGIÓN, SOCIEDAD Y
POLÍTICA",CARLOS ALBERTO CHAVES GARCIA,UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,A
COL0047234,"GRUPO DE INVESTIGACIÓN EN EVALUACIÓN Y CALI- DAD DE LA EDUCACIÓN-
GIECE",MARTHA LUCÍA PE- ÑALOZA TELLO,UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,A
COL0005646,"GIMSC (GRUPO DE INVES- TIGACION EN MODELA- MIENTO Y SIMULACIÓN
COMPUTACIONAL)",CARLOS ARTURO CASTRO CASTRO,UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,B
COL0104063,"GRUPO INTERDISCIPLINA- RIO DE INVESTIGACIÒN EN EDUCACIÒN  Y PEDA-
GOGIA",NIDIA ESTHER OROZCO CAMACHO,UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,B
COL0058129,"GAUDES (GRUPO DE ESTU- DIOS EN ASENTAMIENTOS URBANOS Y DESARROLLO
SOSTENIBLE)",HOWARD DE JESÚS VILLARREAL MO- LINA,UNIVERSIDAD DE SAN BUENAVEN- TURA,,Sí,C
COL0007551,GRUPO NEUROPSICOLO- GÍA Y CONDUCTA,CARLOS ANDRÉS TOBÓN QUINTERO,UNIVERSIDAD DE SAN BUENAVEN- TURA; UNIVERSI- DAD DE ANTIO- QUIA - UDEA,,Sí,A1
COL0049382,"GRUPO DE INVESTIGACIÓN
EN MANEJO CLÍNICO -CLI- NIUDES-",ANA ELVIRA FAR- FÁN GARCÍA,UNIVERSIDAD DE SANTANDER,,Sí,A
COL0120773,"CIENCIAS BÁSICAS Y APLI- CADAS PARA LA SOSTENI-
BILIDAD - CIBAS",GERMAN ALEXIS ZAFRA SIERRA,UNIVERSIDAD DE SANTANDER,,Sí,A
COL0017389,CIEMPIÉS,"XIOMARA RAMIREZ- PARIS COLMENA-
RES",UNIVERSIDAD DE SANTANDER,,Sí,B
COL0024392,"GRUPO AMBIENTAL DE IN- VESTIGACION APLICADA -
GAIA UDES-",NADIA FERNANDA MANTILLA SUAREZ,UNIVERSIDAD DE SANTANDER,,Sí,B
COL0053133,"GRUPO DE INVESTIGACIÓN EN  BIOTECNOLOGIA AGROAMBIENTE Y SALUD-
MICROBIOTA",BEATRIZ ELENA GUERRA SIERRA,UNIVERSIDAD DE SANTANDER,,Sí,B
COL0152015,"GRUPO DE INVESTIGACIÓN EN AMBIENTES VIRTUALES DE APRENDIZAJE Y TEC- NOLOGÍA EDUCATIVA-
GRAVATE",RAFAEL NEFTALI LIZCANO REYES,UNIVERSIDAD DE SANTANDER,,Sí,B
COL0122197,EUREKA  DE INGENIERÍA INDUSTRIAL UDES,"MARYORIE ANGE-
LICA AVENDAÑO SÁNCHEZ",UNIVERSIDAD DE SANTANDER,,Sí,C
COL0024042,"GRUPO DE INVESTIGACIÓN EN BIOMECÁNICA, COMU- NIDAD Y NEURODESARRO-
LLO -ENTROPIA",OLGA MARIA PARIS PINEDA,UNIVERSIDAD DE SANTANDER,,Sí,Reconocido
COL0028319,"CENTRO DE INVESTIGA- CIÓN DE MERCADEO Y PU-
BLICIDAD- CIMEP",GLORIA AMPARO ORREGO AGUDELO,UNIVERSIDAD DE SANTANDER,,Sí,Reconocido
COL0054023,CRISALIDA,"CLAUDIA ELIZA-
BETH DIAZ CASTA- ÑEDA",UNIVERSIDAD DE SANTANDER,,Sí,Reconocido
COL0071098,CIMA,"JOSE ASCENCIÒN CÀCERES CABA-
LLERO",UNIVERSIDAD DE SANTANDER,,Sí,Reconocido
COL0171511,"GRUPO DE DESARROLLO EXPERIMENTAL Y TECNO-
LÓGICO GEDETEC","WILLIAM HUM- BERTO ZAMUDIO
PEÑA",UNIVERSIDAD DE SANTANDER,,Sí,Reconocido
COL0123659,"ESTADÍSTICA Y MODELA- MIENTO MATEMÁTICO APLICADO A CALIDAD EDU-
CATIVA",MELBA LILIANA VERTEL MORINSÓN,UNIVERSIDAD DE SUCRE,,Sí,A
COL0020079,"GRUPO DE INVESTIGACIÓN
EN BIODIVERSIDAD TROPI- CAL",ALCIDES CASIMIRO SAMPEDRO MARÍN,UNIVERSIDAD DE SUCRE,,Sí,B
COL0066679,"PROCESOS AGROINDUS-
TRIALES Y DESARROLLO SOSTENIBLE (PADES)","JAIRO GUADALUPE
SALCEDO MEN- DOZA",UNIVERSIDAD DE SUCRE,,Sí,B
COL0021167,"GRUPO DE INVESTIGACIÓN EN GESTIÓN DE LA PRO- DUCCIÓN Y LA CALIDAD
ORGANIZACIONAL",ALVARO ENRIQUE SANTAMARIA ESCO- BAR,UNIVERSIDAD DE SUCRE,,Sí,C
COL0025139,"GRUPO DE INVESTIGACIÓN EN BIOTECNOLOGÍA VEGE- TAL DE LA UNIVERSIDAD
DE SUCRE",JAVIER DARIO BEL- TRAN HERRERA,UNIVERSIDAD DE SUCRE,,Sí,C
COL0049177,"CONSERVACIÓN DEL RE- CURSO HÍDRICO Y ALIMEN-
TOS - CRHIA",ADOLFO CONSUE- GRA SOLORZANO,UNIVERSIDAD DE SUCRE,,Sí,C
COL0065869,"REPRODUCCIÓN Y MEJO- RAMIENTO  GENETICO
ANIMAL",DONICER EDUARDO MONTES VERGARA,UNIVERSIDAD DE SUCRE,,Sí,C
COL0075319,"GRUPO DE INVESTIGACIÓN EN BIOLOGÍA DE MICRO-
ORGANISMOS (GIBM)","RUBÉN DARÍO JA- RAMILLO LAN-
CHERO",UNIVERSIDAD DE SUCRE,,Sí,C
COL0137331,PROYECTO PEDAGÓGICO- PROPED,"JUAN ALBERTO BARBOZA RODRI-
GUEZ",UNIVERSIDAD DE SUCRE,,Sí,C
COL0145674,"GESTIÓN INTEGRAL DE PROCESOS, MEDIO AM-
BIENTE Y CALIDAD ""GIMAC""",YELITZA AGUAS MENDOZA,UNIVERSIDAD DE SUCRE,,Sí,C
COL0146706,"DESARROLLO E INNOVA-
CIÓN DE PROCESOS ALI- MENTARIOS ""DESINPA""","ELVIS JUDITH
HERNÀNDEZ RA- MOS",UNIVERSIDAD DE SUCRE,,Sí,C
COL0149299,"GRUPO DE INVESTIGACIÓN E INNOVACIÓN EN ELEC-
TRÓNICA (GINELECT)",RAMON ANTONIO ÁLVAREZ LÓPEZ,UNIVERSIDAD DE SUCRE,,Sí,C
COL0170158,"GRUPO DE INVESTIGACIÓN MEDIO AMBIENTE Y AGUAS
(GIMAGUAS)",JHON JAIRO FERIA DIAZ,UNIVERSIDAD DE SUCRE,,Sí,C
COL0018813,MATEMATICAS APLICADAS,"OSWALDO ENRIQUE
DEDE MEJIA",UNIVERSIDAD DEL ATLÁNTICO,,Sí,A1
COL0025569,"BIODIVERSIDAD DEL CA-
RIBE COLOMBIANO","LUIS CARLOS GU-
TIERREZ MORENO",UNIVERSIDAD DEL ATLÁNTICO,,Sí,A1
COL0050454,"SISTEMAS DINAMICOS Y
EDO","JORGE LUIS RODRI-
GUEZ CONTRERAS",UNIVERSIDAD DEL ATLÁNTICO,,Sí,A1
COL0005341,FÍSICA DE MATERIALES,EVER ORTIZ MUÑOZ,UNIVERSIDAD DEL ATLÁNTICO,,Sí,A
COL0002448,"CIENCIA Y CARACTERIZA-
CIÓN DE MATERIALES","ZULIA ISABEL CAA-
MAÑO DE ÁVILA",UNIVERSIDAD DEL ATLÁNTICO,,Sí,B
COL0013503,"MUJER, GENERO Y CUL-
TURA","RAFAELA VOS
OBESO",UNIVERSIDAD DEL ATLÁNTICO,,Sí,B
COL0034156,ARTE - ACCIÓN,"YAMIRA RODRÍ-
GUEZ NÚÑEZ",UNIVERSIDAD DEL ATLÁNTICO,,Sí,B
